universe,market,stock_code,corp_name,fiscal_year,eval_year,as_of_date,has_prior_rating,prior_credit_rating,prior_credit_rating_rank,prior_is_speculative,prior_rating_boundary_group,prior_rating_date,prior_rating_age_days,prior_rating_agency,prior_rating_agency_group,prior_rating_target,prior_source_eval_year,prior_source_label_set,prior_selection_scope,prior_selection_rule,prior_reference_rule
inference_2026,KOSDAQ,001810,무림에스피(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,001840,이화공영(주),2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2023-12-31,731,SCI평가정보,OTHER,기업신용등급,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,002230,피에스텍(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,002290,(주)삼일기업공사,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-06-07,572,SCI신용평가(주),OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,002680,(주)한탑,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,002800,신신제약(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,003100,(주)선광,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,003310,대주산업(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,003380,(주)하림지주,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2025-03-25,281,NICE신용평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,003800,(주)에이스침대,2025,2026,2025-12-31,True,AA,3,0,investment_grade_non_boundary,2022-12-21,1106,한국기업데이터(KED),OTHER,기업신용평가등급,2022,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,004590,(주)한국가구,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,004650,(주)창해에탄올,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,004780,(주)대륙제관,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,005160,동국산업(주),2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2024-06-24,555,한국기업평가,BIG3,기업신용등급,2024,legacy_target_processed_audit,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,005290,(주)동진쎄미켐,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,005670,(주)푸드웰,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,005710,대원산업(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,005860,한일사료(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,005990,매일홀딩스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,006050,(주)국영지앤엠,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,006140,(주)피제이전자,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2024-04-17,623,(주)나이스디앤비,OTHER,,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,006620,(주)동구바이오제약,2025,2026,2025-12-31,True,A,6,0,investment_grade_non_boundary,2023-12-31,731,한국평가데이터,OTHER,기업신용등급,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,006730,(주)서부티엔디,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,006910,보성파워텍(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,006920,(주)모헨즈,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,007370,진양제약(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,007390,(주)네이처셀,2025,2026,2025-12-31,True,BB-,13,1,speculative_grade_non_boundary,2024-08-09,509,한국평가데이터,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,007530,(주)와이엠,2025,2026,2025-12-31,True,BB-,13,1,speculative_grade_non_boundary,2025-04-25,250,NICE신용평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,007680,(주)대원,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-06-14,565,(주)이크레더블,OTHER,경영상태평가용,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,007720,(주)소노스퀘어,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2023-05-31,945,이크레더블,OTHER,기업신용평가,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,007770,한일화학공업(주),2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-04-15,625,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,007820,(주)에스엠코어,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2024-04-26,614,이크레더블,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,008290,원풍물산(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,008370,(주)원풍,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,008470,(주)부-스타,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2023-04-05,1001,이크레더블,OTHER,기업신용등급,2023,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,008830,대동기어(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,009300,삼아제약(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,009520,(주)포스코엠텍,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-08-26,492,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,009620,삼보산업(주),2025,2026,2025-12-31,True,B-,16,1,speculative_grade_non_boundary,2024-04-16,624,나이스평가정보,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,009730,(주)이렘,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,009780,(주)엠에스씨,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,010170,대한광통신(주),2025,2026,2025-12-31,True,BB+,11,1,exact_bbb_minus_bb_plus_boundary,2024-05-10,600,한국평가데이터,OTHER,기업신용등급 평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,010240,(주)흥국,2025,2026,2025-12-31,True,A,6,0,investment_grade_non_boundary,2024-05-09,601,한국기업데이터,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,010280,(주)아이티센엔텍,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2025-02-07,327,NICE평가정보,OTHER,기업신용평가,2025,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,010470,(주)오리콤,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,011040,경동제약(주),2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2024-05-03,607,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,011080,(주)형지아이앤씨,2025,2026,2025-12-31,True,B+,14,1,speculative_grade_non_boundary,2025-06-24,190,한국기업평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,011320,(주)유니크,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,011370,(주)서한,2025,2026,2025-12-31,True,AA-,4,0,investment_grade_non_boundary,2024-06-07,572,(주)나이스디앤비,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,011560,(주)세보엠이씨,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2020-12-31,1826,한국기업데이터,OTHER,기업신용,2020,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,012210,삼미금속(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,012340,(주)뉴인텍,2025,2026,2025-12-31,True,BB-,13,1,speculative_grade_non_boundary,2024-04-02,638,나이스디앤비,OTHER,기업신용등급평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,012620,(주)원일특강,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,012700,(주)리드코프,2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2019-01-02,2555,한국신용평가,BIG3,기업신용평가,2019,legacy_target_processed_audit,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,012790,신일제약(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,012860,(주)모베이스전자,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-06-25,554,NICE신용평가,BIG3,사채정기평가,2024,legacy_target_processed_audit,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,013030,하이록코리아(주),2025,2026,2025-12-31,True,A,6,0,investment_grade_non_boundary,2024-04-14,626,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,013120,(주)동원개발,2025,2026,2025-12-31,True,AA+,2,0,investment_grade_non_boundary,2024-06-30,549,(주)나이스디앤비,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,013310,아진산업(주),2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2025-04-14,261,한국신용평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,013720,더큐브앤(주),2025,2026,2025-12-31,True,B,15,1,speculative_grade_non_boundary,2024-04-30,610,이크레더블,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,013810,(주)스페코,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-05-03,607,한국기업데이터,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,013990,(주)아가방앤컴퍼니,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,014100,메디앙스(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,014190,(주)원익큐브,2025,2026,2025-12-31,True,BBB+,8,0,investment_grade_non_boundary,2024-04-25,615,이크레더블,OTHER,기업신용,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,014470,(주)부방,2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-04-24,616,한국신용평가,BIG3,회사채,2024,legacy_target_processed_audit,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,014570,고려제약(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,014620,(주)성광벤드,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,014940,(주)오리엔탈정공,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,014950,삼익제약(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,014970,삼륭물산(주),2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-03-23,648,크레탑,OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,015710,(주)코콤,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-03-29,642,이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,015750,(주)성우하이텍,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2025-04-14,261,한국기업평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,016100,(주)리더스코스메틱,2025,2026,2025-12-31,True,BB,12,1,near_bbb_bb_boundary,2024-05-21,589,(주)이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,016250,에스지씨이앤씨(주),2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2022-06-03,1307,한국신용평가,BIG3,회사채,2022,legacy_target_processed_audit,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,016670,(주)디모아,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,016790,현대사료(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,016920,(주)카스,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,017000,신원종합개발(주),2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-06-21,558,나이스디엔비,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,017480,삼현철강(주),2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-04-24,616,(주)이크레더블,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,017510,세명전기공업(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,017650,(주)대림제지,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,017890,한국알콜산업(주),2025,2026,2025-12-31,True,AA-,4,0,investment_grade_non_boundary,2024-04-30,610,크레탑,OTHER,회사전체,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,018000,유니슨(주),2025,2026,2025-12-31,True,B+,14,1,speculative_grade_non_boundary,2025-06-30,184,NICE신용평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,018120,(주)진로발효,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,018290,(주)브이티,2025,2026,2025-12-31,True,A-,7,0,investment_grade_non_boundary,2024-11-30,396,한국평가데이터 (,OTHER,기업신용평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,018310,삼목에스폼(주),2025,2026,2025-12-31,True,A+,5,0,investment_grade_non_boundary,2024-04-23,617,주)이크레더블,OTHER,단순신용평가(협력업체로등록을위한신용평가),2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,018620,우진비앤지(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,018680,(주)서울제약,2025,2026,2025-12-31,True,BB-,13,1,speculative_grade_non_boundary,2018-06-18,2753,한국기업평가,BIG3,회사채,2018,legacy_target_processed_audit,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,018700,(주)바른손,2025,2026,2025-12-31,True,BB+,11,1,exact_bbb_minus_bb_plus_boundary,2024-06-14,565,SCI평가정보(주),OTHER,기업신용등급,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,019010,베뉴지(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,019210,(주)와이지-원,2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2025-08-13,140,한국기업평가,BIG3,회사채,2025,recent_2025_disclosures,BIG3,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,019540,(주)일지테크,2025,2026,2025-12-31,True,BBB-,10,0,exact_bbb_minus_bb_plus_boundary,2024-04-16,624,NICE평가정보,OTHER,기업평가,2024,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,019660,글로본(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,019770,(주)서연탑메탈,2025,2026,2025-12-31,True,BBB,9,0,near_bbb_bb_boundary,2021-03-26,1741,NICE평가정보(주),OTHER,기업신용평가,2021,legacy_target_processed_audit,OTHER_DOMESTIC,worst_rating_then_latest_rating_date_for_diagnostics,latest_public_rating_on_or_before_fiscal_year_end_then_worst_if_tied
inference_2026,KOSDAQ,019990,(주)에너토크,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,020400,대동금속(주),2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
inference_2026,KOSDAQ,020710,(주)시공테크,2025,2026,2025-12-31,False,,,,no_prior_rating,,,,,,,,,,no_public_rating_on_or_before_fiscal_year_end
